idade,genero,estado_civil,regiao,renda_mensal,nivel_educacional,perfil_investidor,tempo_experiencia_mercado,valor_total_investido,objetivo_principal,setores_preferenciais,frequencia_operacoes,conhecimento_mercado,usa_analise_tecnica,usa_analise_fundamentalista
23,Masculino,Casado,Nordeste,25728.46,Médio,Agressivo,1.2,138285.78,Educação dos Filhos,Outro,Anual,Baixo,Não,Sim
71,Outro,Viúvo,Sudeste,8971.01,Pós-graduado,Arrojado,9.4,344157.13,Educação dos Filhos,Construção Civil,Day Trade,Médio,Sim,Sim
40,Outro,Solteiro,Nordeste,30910.57,Superior Completo,Agressivo,10.0,693629.4,Educação dos Filhos,Papel e Celulose,Ocasional (Buy and Hold),Baixo,Não,Sim
37,Outro,Casado,Nordeste,15481.71,Pós-graduado,Moderado,15.0,295116.68,Aposentadoria,Varejo,Ocasional (Buy and Hold),Médio,Sim,Não
28,Masculino,Casado,Nordeste,12119.83,Fundamental,Arrojado,9.8,952403.21,Educação dos Filhos,Tecnologia,Mensal,Baixo,Não,Não
20,Masculino,Solteiro,Sudeste,18301.15,Superior Completo,Moderado,6.7,204769.98,Compra de Imóvel,Outro,Mensal,Médio,Não,Sim
57,Outro,Divorciado,Sul,11224.84,Pós-graduado,Moderado,18.1,679641.01,Renda Passiva,Commodities,Anual,Médio,Não,Sim
50,Masculino,Casado,Centro-Oeste,33379.97,Médio,Arrojado,8.8,712308.33,Curto Prazo,Construção Civil,Anual,Médio,Sim,Não
68,Masculino,Solteiro,Nordeste,28973.13,Superior Incompleto,Agressivo,17.4,463754.54,Reserva de Emergência,Varejo,Semanal (Swing Trade),Médio,Não,Não
22,Feminino,Solteiro,Norte,38188.94,Médio,Agressivo,22.3,846258.4,Diversificação,Commodities,Mensal,Alto,Sim,Sim
47,Masculino,Solteiro,Norte,31427.67,Pós-graduado,Conservador,15.4,74746.99,Curto Prazo,Tecnologia,Ocasional (Buy and Hold),Alto,Não,Não
20,Masculino,Solteiro,Nordeste,20400.75,Superior Incompleto,Moderado,0.2,52861.46,Viagem,Construção Civil,Anual,Alto,Sim,Não
31,Feminino,Divorciado,Sudeste,33919.03,Fundamental,Moderado,23.2,290100.97,Educação dos Filhos,Tecnologia,Semanal (Swing Trade),Baixo,Não,Não
32,Feminino,Divorciado,Centro-Oeste,7569.45,Médio,Arrojado,6.1,416313.14,Viagem,Varejo,Anual,Alto,Sim,Não
45,Masculino,Viúvo,Centro-Oeste,30580.68,Superior Incompleto,Arrojado,22.8,999460.75,Curto Prazo,Energia Elétrica,Day Trade,Baixo,Não,Não
73,Feminino,Divorciado,Sul,22091.82,Superior Incompleto,Conservador,18.8,497550.43,Renda Passiva,Construção Civil,Mensal,Alto,Sim,Sim
26,Outro,Viúvo,Centro-Oeste,13578.37,Superior Incompleto,Conservador,18.8,28828.23,Curto Prazo,Papel e Celulose,Semanal (Swing Trade),Alto,Não,Sim
75,Masculino,Viúvo,Norte,33921.56,Médio,Arrojado,9.6,876646.77,Educação dos Filhos,Commodities,Anual,Alto,Não,Sim
46,Feminino,Casado,Sudeste,24826.49,Médio,Moderado,16.4,182985.97,Reserva de Emergência,Outro,Anual,Médio,Sim,Sim
31,Feminino,Solteiro,Sul,5656.11,Médio,Conservador,12.0,86439.46,Aposentadoria,Papel e Celulose,Mensal,Médio,Sim,Sim
42,Feminino,Solteiro,Sudeste,12539.4,Superior Incompleto,Arrojado,27.3,735890.03,Viagem,Saneamento,Mensal,Médio,Sim,Não
61,Outro,Casado,Centro-Oeste,27648.61,Pós-graduado,Moderado,20.6,740227.65,Viagem,Saúde,Day Trade,Baixo,Sim,Não
25,Outro,Casado,Sul,19529.58,Superior Completo,Conservador,23.6,629735.16,Diversificação,Outro,Mensal,Alto,Não,Não
59,Masculino,Casado,Nordeste,27372.51,Fundamental,Arrojado,8.6,60716.78,Diversificação,Saúde,Anual,Médio,Não,Não
29,Outro,Viúvo,Sudeste,15515.32,Fundamental,Agressivo,17.3,347794.16,Diversificação,Commodities,Day Trade,Médio,Não,Não
39,Feminino,Casado,Sul,13703.16,Fundamental,Moderado,3.5,837120.56,Compra de Imóvel,Saneamento,Anual,Baixo,Sim,Sim
50,Outro,Divorciado,Sudeste,34276.21,Fundamental,Agressivo,25.6,509237.68,Diversificação,Saneamento,Mensal,Baixo,Sim,Sim
50,Outro,Viúvo,Sul,10040.98,Superior Incompleto,Agressivo,29.0,244936.68,Compra de Imóvel,Financeiro,Mensal,Baixo,Não,Não
41,Outro,Viúvo,Centro-Oeste,20432.18,Superior Incompleto,Arrojado,21.1,64474.86,Reserva de Emergência,Saneamento,Anual,Baixo,Não,Não
70,Masculino,Viúvo,Sudeste,16768.62,Pós-graduado,Moderado,10.6,977710.16,Reserva de Emergência,Saúde,Mensal,Alto,Sim,Sim
21,Feminino,Viúvo,Sul,27691.52,Superior Completo,Agressivo,2.5,482691.15,Diversificação,Papel e Celulose,Day Trade,Médio,Não,Não
50,Masculino,Divorciado,Sudeste,25618.91,Fundamental,Moderado,24.8,392154.05,Reserva de Emergência,Commodities,Mensal,Médio,Sim,Não
32,Feminino,Divorciado,Sudeste,38603.5,Superior Incompleto,Moderado,2.8,221480.42,Diversificação,Saúde,Ocasional (Buy and Hold),Médio,Sim,Não
59,Feminino,Divorciado,Norte,21705.85,Superior Completo,Conservador,6.0,353803.69,Educação dos Filhos,Saúde,Day Trade,Alto,Não,Não
22,Outro,Divorciado,Centro-Oeste,38868.19,Superior Completo,Conservador,10.9,919107.4,Reserva de Emergência,Outro,Ocasional (Buy and Hold),Alto,Não,Não
54,Feminino,Divorciado,Centro-Oeste,17519.78,Superior Incompleto,Moderado,2.5,653233.29,Viagem,Construção Civil,Mensal,Baixo,Sim,Não
29,Masculino,Solteiro,Centro-Oeste,34223.89,Fundamental,Moderado,14.6,444987.7,Viagem,Commodities,Semanal (Swing Trade),Baixo,Não,Não
56,Masculino,Viúvo,Sul,12152.97,Superior Completo,Agressivo,6.8,967631.68,Reserva de Emergência,Commodities,Mensal,Alto,Sim,Sim
39,Feminino,Divorciado,Nordeste,37315.05,Pós-graduado,Conservador,7.4,715280.44,Renda Passiva,Varejo,Mensal,Médio,Sim,Não
44,Outro,Solteiro,Norte,33787.17,Pós-graduado,Moderado,27.5,563640.29,Educação dos Filhos,Tecnologia,Mensal,Médio,Não,Não
21,Masculino,Casado,Norte,39684.71,Fundamental,Moderado,25.3,758231.7,Renda Passiva,Commodities,Anual,Baixo,Sim,Sim
42,Masculino,Casado,Centro-Oeste,38199.81,Médio,Conservador,10.5,604751.18,Renda Passiva,Tecnologia,Anual,Alto,Não,Sim
69,Masculino,Viúvo,Centro-Oeste,39729.76,Fundamental,Agressivo,17.4,102216.18,Educação dos Filhos,Construção Civil,Anual,Médio,Sim,Não
38,Masculino,Solteiro,Centro-Oeste,14698.89,Fundamental,Moderado,17.2,855960.0,Renda Passiva,Financeiro,Anual,Alto,Sim,Sim
26,Feminino,Divorciado,Sul,3335.78,Médio,Arrojado,24.9,490106.24,Viagem,Saneamento,Semanal (Swing Trade),Alto,Não,Não
56,Masculino,Divorciado,Nordeste,25222.54,Superior Completo,Moderado,17.1,588212.71,Curto Prazo,Energia Elétrica,Semanal (Swing Trade),Médio,Não,Não
27,Outro,Divorciado,Sudeste,14620.19,Fundamental,Conservador,10.3,681823.34,Aposentadoria,Outro,Semanal (Swing Trade),Alto,Não,Não
47,Masculino,Divorciado,Centro-Oeste,1842.33,Médio,Arrojado,22.2,245051.71,Curto Prazo,Saneamento,Semanal (Swing Trade),Baixo,Não,Não
36,Outro,Casado,Sudeste,7352.96,Fundamental,Moderado,9.3,499443.85,Renda Passiva,Saúde,Anual,Alto,Sim,Sim
58,Masculino,Solteiro,Centro-Oeste,33159.01,Superior Incompleto,Conservador,9.1,728126.8,Educação dos Filhos,Energia Elétrica,Anual,Alto,Não,Não
51,Feminino,Viúvo,Nordeste,23778.31,Pós-graduado,Conservador,3.6,463650.07,Reserva de Emergência,Saneamento,Day Trade,Alto,Sim,Sim
49,Outro,Casado,Nordeste,20642.87,Superior Completo,Arrojado,23.7,508492.76,Aposentadoria,Tecnologia,Semanal (Swing Trade),Alto,Sim,Não
36,Masculino,Casado,Centro-Oeste,22980.41,Superior Completo,Moderado,22.9,207168.29,Reserva de Emergência,Energia Elétrica,Semanal (Swing Trade),Alto,Não,Não
29,Feminino,Viúvo,Sudeste,27397.85,Superior Incompleto,Agressivo,16.2,310495.75,Curto Prazo,Saúde,Ocasional (Buy and Hold),Médio,Sim,Não
55,Masculino,Solteiro,Nordeste,2459.48,Superior Completo,Agressivo,14.2,295978.66,Diversificação,Varejo,Day Trade,Médio,Sim,Sim
62,Feminino,Solteiro,Centro-Oeste,7148.14,Pós-graduado,Agressivo,9.7,307245.32,Educação dos Filhos,Financeiro,Mensal,Médio,Sim,Sim
19,Feminino,Casado,Sudeste,13866.88,Fundamental,Agressivo,7.4,882878.7,Reserva de Emergência,Outro,Mensal,Baixo,Não,Sim
59,Feminino,Solteiro,Sul,37662.03,Fundamental,Moderado,27.6,627067.25,Aposentadoria,Commodities,Anual,Baixo,Sim,Sim
64,Feminino,Solteiro,Norte,39793.78,Superior Completo,Conservador,20.7,581785.11,Diversificação,Financeiro,Mensal,Médio,Não,Não
53,Masculino,Viúvo,Sul,10224.37,Fundamental,Arrojado,0.5,344889.82,Diversificação,Tecnologia,Mensal,Baixo,Não,Sim
31,Masculino,Viúvo,Norte,29068.88,Superior Incompleto,Moderado,11.6,309204.36,Reserva de Emergência,Varejo,Anual,Médio,Não,Não
61,Feminino,Viúvo,Centro-Oeste,15738.93,Superior Incompleto,Moderado,11.2,36373.51,Aposentadoria,Tecnologia,Ocasional (Buy and Hold),Alto,Não,Sim
65,Feminino,Divorciado,Sudeste,28723.42,Médio,Conservador,16.7,874778.99,Diversificação,Tecnologia,Mensal,Baixo,Não,Não
43,Outro,Solteiro,Sul,5905.09,Superior Completo,Conservador,17.2,960428.51,Educação dos Filhos,Saúde,Semanal (Swing Trade),Alto,Sim,Não
60,Masculino,Solteiro,Nordeste,11610.77,Superior Completo,Agressivo,25.4,703934.08,Renda Passiva,Energia Elétrica,Ocasional (Buy and Hold),Médio,Sim,Sim
71,Masculino,Viúvo,Sudeste,23305.31,Pós-graduado,Agressivo,8.8,528461.64,Aposentadoria,Financeiro,Day Trade,Médio,Não,Sim
32,Feminino,Solteiro,Nordeste,28991.28,Pós-graduado,Agressivo,29.9,360997.44,Aposentadoria,Saúde,Ocasional (Buy and Hold),Alto,Sim,Não
62,Outro,Solteiro,Nordeste,10494.12,Pós-graduado,Arrojado,18.1,459820.54,Compra de Imóvel,Construção Civil,Day Trade,Baixo,Sim,Não
28,Masculino,Divorciado,Sudeste,12044.24,Pós-graduado,Conservador,28.6,534757.8,Aposentadoria,Energia Elétrica,Day Trade,Baixo,Sim,Não
18,Masculino,Viúvo,Nordeste,11148.52,Superior Incompleto,Moderado,28.7,491162.82,Aposentadoria,Tecnologia,Semanal (Swing Trade),Alto,Não,Não
65,Outro,Viúvo,Norte,6796.21,Superior Completo,Conservador,22.0,774876.85,Reserva de Emergência,Commodities,Semanal (Swing Trade),Médio,Sim,Sim
22,Outro,Casado,Centro-Oeste,12090.11,Médio,Agressivo,12.5,157096.5,Diversificação,Tecnologia,Semanal (Swing Trade),Baixo,Sim,Sim
39,Outro,Solteiro,Norte,38648.64,Fundamental,Agressivo,11.2,489212.89,Educação dos Filhos,Financeiro,Ocasional (Buy and Hold),Alto,Sim,Sim
23,Masculino,Divorciado,Nordeste,5706.69,Superior Incompleto,Agressivo,18.4,786069.05,Aposentadoria,Saúde,Mensal,Baixo,Sim,Não
21,Outro,Viúvo,Nordeste,32123.4,Médio,Moderado,5.8,990839.53,Viagem,Energia Elétrica,Day Trade,Médio,Não,Sim
69,Outro,Viúvo,Sudeste,13563.32,Pós-graduado,Arrojado,13.7,418773.27,Compra de Imóvel,Papel e Celulose,Mensal,Alto,Não,Não
50,Outro,Casado,Sudeste,13550.38,Superior Incompleto,Arrojado,10.6,950982.33,Curto Prazo,Tecnologia,Anual,Alto,Sim,Não
60,Outro,Solteiro,Norte,34601.64,Médio,Conservador,26.6,332703.51,Diversificação,Saúde,Anual,Médio,Sim,Não
26,Outro,Solteiro,Norte,35014.08,Médio,Moderado,21.8,626004.4,Educação dos Filhos,Energia Elétrica,Semanal (Swing Trade),Alto,Não,Não
52,Feminino,Viúvo,Centro-Oeste,12223.45,Superior Incompleto,Arrojado,22.0,408626.47,Viagem,Construção Civil,Anual,Baixo,Não,Não
22,Outro,Viúvo,Sul,39684.33,Pós-graduado,Arrojado,12.8,392568.14,Diversificação,Construção Civil,Mensal,Alto,Não,Não
36,Masculino,Divorciado,Sul,24797.42,Fundamental,Conservador,8.6,936728.43,Educação dos Filhos,Outro,Day Trade,Médio,Sim,Sim
51,Outro,Divorciado,Centro-Oeste,36637.49,Médio,Agressivo,2.4,273575.01,Renda Passiva,Financeiro,Mensal,Baixo,Não,Sim
49,Masculino,Divorciado,Centro-Oeste,19696.32,Pós-graduado,Moderado,17.6,144168.52,Viagem,Outro,Mensal,Baixo,Não,Não
45,Outro,Casado,Norte,23825.75,Superior Completo,Agressivo,24.2,520565.86,Reserva de Emergência,Commodities,Mensal,Baixo,Não,Não
20,Feminino,Viúvo,Norte,6990.2,Superior Completo,Agressivo,22.1,954827.4,Reserva de Emergência,Outro,Anual,Médio,Não,Não
49,Feminino,Viúvo,Norte,30882.77,Médio,Arrojado,16.3,824749.12,Educação dos Filhos,Tecnologia,Mensal,Médio,Sim,Sim
56,Outro,Divorciado,Norte,13780.08,Fundamental,Agressivo,28.1,212038.31,Compra de Imóvel,Outro,Semanal (Swing Trade),Alto,Sim,Sim
73,Feminino,Viúvo,Norte,8055.4,Superior Incompleto,Moderado,28.9,581237.21,Educação dos Filhos,Papel e Celulose,Mensal,Baixo,Não,Não
41,Feminino,Divorciado,Sul,25171.1,Médio,Moderado,22.9,976860.08,Compra de Imóvel,Financeiro,Semanal (Swing Trade),Baixo,Não,Sim
58,Masculino,Casado,Centro-Oeste,34708.17,Médio,Conservador,7.1,750101.47,Viagem,Saúde,Day Trade,Baixo,Não,Sim
63,Masculino,Divorciado,Sudeste,6316.98,Superior Incompleto,Agressivo,27.8,569963.7,Educação dos Filhos,Varejo,Semanal (Swing Trade),Baixo,Não,Não
48,Feminino,Viúvo,Norte,22559.08,Médio,Conservador,20.3,851430.33,Educação dos Filhos,Tecnologia,Day Trade,Alto,Sim,Não
69,Outro,Viúvo,Centro-Oeste,20130.41,Superior Incompleto,Agressivo,2.7,885727.84,Aposentadoria,Construção Civil,Day Trade,Baixo,Sim,Não
18,Masculino,Solteiro,Centro-Oeste,21472.71,Superior Incompleto,Conservador,20.0,648206.86,Compra de Imóvel,Tecnologia,Anual,Alto,Sim,Não
47,Feminino,Viúvo,Sudeste,17543.08,Superior Completo,Agressivo,5.6,327077.05,Curto Prazo,Outro,Mensal,Médio,Sim,Não
52,Feminino,Casado,Sul,9416.57,Fundamental,Moderado,10.2,777029.8,Diversificação,Outro,Day Trade,Baixo,Não,Sim
69,Feminino,Solteiro,Norte,20960.28,Fundamental,Arrojado,7.7,914608.42,Viagem,Varejo,Semanal (Swing Trade),Baixo,Sim,Sim
51,Feminino,Solteiro,Norte,34964.65,Fundamental,Arrojado,12.8,720160.08,Aposentadoria,Papel e Celulose,Anual,Médio,Não,Sim
28,Outro,Casado,Sudeste,32689.61,Pós-graduado,Agressivo,8.4,824944.93,Viagem,Financeiro,Ocasional (Buy and Hold),Baixo,Sim,Sim
32,Masculino,Viúvo,Sul,23717.86,Fundamental,Conservador,24.8,874029.77,Curto Prazo,Energia Elétrica,Day Trade,Alto,Não,Sim
27,Masculino,Viúvo,Centro-Oeste,13764.11,Pós-graduado,Arrojado,20.7,578446.08,Diversificação,Papel e Celulose,Semanal (Swing Trade),Alto,Sim,Não
65,Feminino,Divorciado,Nordeste,16703.85,Superior Completo,Agressivo,0.2,48907.43,Compra de Imóvel,Energia Elétrica,Mensal,Médio,Sim,Não
24,Feminino,Divorciado,Centro-Oeste,23878.03,Superior Completo,Arrojado,7.5,108201.18,Aposentadoria,Outro,Ocasional (Buy and Hold),Baixo,Sim,Sim
30,Outro,Casado,Centro-Oeste,29803.44,Fundamental,Moderado,19.6,496464.15,Compra de Imóvel,Tecnologia,Day Trade,Alto,Sim,Sim
22,Outro,Casado,Norte,12060.0,Superior Completo,Moderado,29.7,836680.0,Diversificação,Varejo,Anual,Baixo,Não,Não
44,Outro,Casado,Centro-Oeste,34527.63,Fundamental,Arrojado,4.9,597554.2,Reserva de Emergência,Commodities,Day Trade,Médio,Sim,Não
39,Masculino,Solteiro,Nordeste,30012.97,Superior Incompleto,Conservador,7.0,845607.39,Reserva de Emergência,Commodities,Mensal,Alto,Não,Não
42,Outro,Casado,Sudeste,39302.54,Fundamental,Arrojado,18.0,145612.37,Curto Prazo,Energia Elétrica,Semanal (Swing Trade),Médio,Não,Não
63,Masculino,Viúvo,Centro-Oeste,35501.5,Pós-graduado,Agressivo,5.9,348976.16,Reserva de Emergência,Construção Civil,Anual,Baixo,Não,Sim
69,Masculino,Solteiro,Centro-Oeste,13001.12,Médio,Agressivo,13.9,480135.54,Viagem,Financeiro,Day Trade,Alto,Não,Não
75,Outro,Casado,Centro-Oeste,35249.85,Superior Incompleto,Arrojado,27.7,346089.79,Compra de Imóvel,Energia Elétrica,Ocasional (Buy and Hold),Médio,Não,Não
29,Feminino,Solteiro,Norte,7762.2,Superior Completo,Agressivo,22.7,557560.56,Reserva de Emergência,Saúde,Mensal,Médio,Não,Não
33,Outro,Casado,Nordeste,35020.81,Fundamental,Arrojado,29.9,598161.09,Reserva de Emergência,Varejo,Day Trade,Alto,Não,Sim
69,Outro,Viúvo,Centro-Oeste,14919.05,Pós-graduado,Agressivo,10.6,145441.17,Viagem,Energia Elétrica,Anual,Médio,Sim,Não
72,Feminino,Casado,Nordeste,33247.3,Pós-graduado,Moderado,29.5,704349.27,Reserva de Emergência,Tecnologia,Semanal (Swing Trade),Alto,Não,Não
29,Masculino,Viúvo,Nordeste,21081.76,Superior Incompleto,Conservador,22.6,240132.16,Renda Passiva,Financeiro,Day Trade,Baixo,Não,Sim
65,Feminino,Casado,Norte,15803.06,Pós-graduado,Moderado,2.0,482290.53,Diversificação,Energia Elétrica,Semanal (Swing Trade),Alto,Sim,Sim
73,Feminino,Casado,Sudeste,25681.13,Fundamental,Moderado,9.0,50725.17,Educação dos Filhos,Varejo,Semanal (Swing Trade),Alto,Não,Sim
49,Masculino,Divorciado,Sul,37093.33,Superior Incompleto,Conservador,19.7,761221.7,Educação dos Filhos,Energia Elétrica,Day Trade,Médio,Não,Não
48,Feminino,Divorciado,Centro-Oeste,22290.12,Superior Incompleto,Moderado,2.1,37172.63,Renda Passiva,Papel e Celulose,Day Trade,Médio,Sim,Não
37,Outro,Solteiro,Sul,34465.36,Fundamental,Moderado,5.4,262770.07,Compra de Imóvel,Commodities,Anual,Médio,Não,Sim
57,Feminino,Divorciado,Nordeste,8032.4,Pós-graduado,Conservador,20.5,985689.17,Reserva de Emergência,Commodities,Ocasional (Buy and Hold),Médio,Não,Não
50,Feminino,Divorciado,Norte,19552.46,Médio,Moderado,18.2,203919.93,Compra de Imóvel,Outro,Day Trade,Baixo,Não,Não
45,Feminino,Divorciado,Sul,32139.14,Superior Completo,Agressivo,22.6,172110.43,Aposentadoria,Commodities,Semanal (Swing Trade),Baixo,Não,Não
70,Feminino,Viúvo,Sudeste,16275.75,Médio,Arrojado,24.8,380658.66,Educação dos Filhos,Commodities,Semanal (Swing Trade),Alto,Sim,Sim
64,Outro,Viúvo,Centro-Oeste,5180.39,Superior Incompleto,Conservador,29.7,702097.08,Compra de Imóvel,Construção Civil,Mensal,Alto,Não,Sim
61,Masculino,Solteiro,Norte,24807.18,Médio,Conservador,28.1,769173.35,Curto Prazo,Energia Elétrica,Semanal (Swing Trade),Médio,Sim,Sim
34,Masculino,Solteiro,Norte,2392.56,Fundamental,Arrojado,19.2,870139.23,Viagem,Construção Civil,Ocasional (Buy and Hold),Médio,Não,Não
52,Masculino,Divorciado,Nordeste,36488.72,Superior Incompleto,Conservador,3.1,1195.39,Educação dos Filhos,Saúde,Semanal (Swing Trade),Médio,Sim,Sim
70,Masculino,Viúvo,Nordeste,29581.99,Superior Incompleto,Moderado,25.8,195893.8,Educação dos Filhos,Financeiro,Anual,Médio,Não,Não
74,Feminino,Divorciado,Nordeste,35363.94,Pós-graduado,Agressivo,26.6,147792.6,Curto Prazo,Saúde,Day Trade,Médio,Sim,Sim
63,Masculino,Solteiro,Sul,6724.44,Superior Incompleto,Agressivo,26.5,944035.81,Reserva de Emergência,Energia Elétrica,Semanal (Swing Trade),Baixo,Sim,Não
49,Outro,Viúvo,Centro-Oeste,18204.61,Pós-graduado,Conservador,20.2,584937.02,Compra de Imóvel,Energia Elétrica,Semanal (Swing Trade),Médio,Sim,Não
49,Outro,Viúvo,Centro-Oeste,31499.08,Fundamental,Agressivo,27.3,375550.98,Diversificação,Energia Elétrica,Ocasional (Buy and Hold),Alto,Sim,Não
41,Masculino,Viúvo,Centro-Oeste,30134.97,Superior Incompleto,Conservador,24.9,762315.39,Viagem,Commodities,Ocasional (Buy and Hold),Baixo,Sim,Sim
28,Masculino,Casado,Nordeste,33683.42,Superior Completo,Arrojado,1.4,358126.49,Renda Passiva,Construção Civil,Mensal,Baixo,Não,Não
71,Masculino,Divorciado,Centro-Oeste,25672.49,Fundamental,Moderado,13.5,652099.03,Compra de Imóvel,Outro,Mensal,Baixo,Não,Sim
68,Masculino,Solteiro,Norte,19288.9,Superior Completo,Agressivo,14.3,277043.78,Viagem,Commodities,Ocasional (Buy and Hold),Alto,Não,Sim
53,Feminino,Viúvo,Norte,21572.58,Médio,Agressivo,16.8,308467.43,Viagem,Construção Civil,Day Trade,Baixo,Não,Não
69,Feminino,Solteiro,Centro-Oeste,29630.28,Fundamental,Agressivo,16.7,159379.23,Diversificação,Saneamento,Day Trade,Alto,Não,Não
71,Masculino,Casado,Sul,22300.62,Superior Completo,Agressivo,6.7,73614.46,Educação dos Filhos,Papel e Celulose,Anual,Baixo,Não,Sim
26,Outro,Divorciado,Sul,26827.15,Médio,Arrojado,2.5,573472.28,Aposentadoria,Tecnologia,Day Trade,Alto,Não,Sim
33,Outro,Divorciado,Centro-Oeste,27614.03,Pós-graduado,Conservador,21.2,535215.21,Aposentadoria,Outro,Semanal (Swing Trade),Baixo,Sim,Sim
59,Outro,Divorciado,Centro-Oeste,31130.32,Superior Incompleto,Moderado,23.2,145147.59,Diversificação,Energia Elétrica,Mensal,Baixo,Não,Não
65,Feminino,Solteiro,Nordeste,31766.69,Superior Incompleto,Arrojado,3.6,258571.61,Diversificação,Varejo,Day Trade,Médio,Não,Não
32,Outro,Viúvo,Sudeste,3446.54,Superior Completo,Moderado,6.9,641859.23,Renda Passiva,Varejo,Day Trade,Baixo,Sim,Sim
41,Feminino,Divorciado,Centro-Oeste,34019.79,Superior Incompleto,Moderado,3.3,626165.5,Diversificação,Papel e Celulose,Semanal (Swing Trade),Alto,Sim,Não
49,Masculino,Casado,Sudeste,24195.79,Superior Completo,Moderado,10.9,883868.01,Diversificação,Outro,Anual,Baixo,Sim,Não
38,Feminino,Divorciado,Nordeste,5846.39,Fundamental,Conservador,0.3,65149.02,Reserva de Emergência,Saneamento,Semanal (Swing Trade),Médio,Sim,Sim
59,Masculino,Casado,Norte,5370.19,Médio,Arrojado,11.3,567793.39,Reserva de Emergência,Commodities,Semanal (Swing Trade),Médio,Sim,Sim
73,Masculino,Solteiro,Sudeste,18390.59,Médio,Conservador,12.7,371232.83,Diversificação,Outro,Anual,Baixo,Sim,Sim
64,Masculino,Casado,Sul,29631.96,Pós-graduado,Conservador,20.3,401858.72,Reserva de Emergência,Financeiro,Mensal,Alto,Sim,Não
59,Outro,Casado,Norte,6955.27,Fundamental,Moderado,9.0,487972.5,Reserva de Emergência,Outro,Ocasional (Buy and Hold),Alto,Não,Sim
71,Feminino,Divorciado,Sul,25415.63,Pós-graduado,Moderado,11.2,308931.0,Diversificação,Outro,Semanal (Swing Trade),Baixo,Não,Sim
72,Feminino,Solteiro,Sul,20055.24,Fundamental,Agressivo,10.0,899350.49,Reserva de Emergência,Saneamento,Day Trade,Baixo,Não,Não
55,Feminino,Viúvo,Norte,38458.43,Superior Completo,Agressivo,15.6,776896.58,Reserva de Emergência,Papel e Celulose,Ocasional (Buy and Hold),Médio,Sim,Não
63,Feminino,Casado,Nordeste,30589.97,Superior Incompleto,Conservador,4.3,500429.83,Compra de Imóvel,Commodities,Ocasional (Buy and Hold),Médio,Sim,Não
70,Outro,Solteiro,Sul,12077.07,Fundamental,Agressivo,19.5,925290.03,Compra de Imóvel,Saneamento,Ocasional (Buy and Hold),Alto,Sim,Não
70,Outro,Solteiro,Sul,8905.75,Médio,Conservador,22.0,631266.44,Diversificação,Saneamento,Semanal (Swing Trade),Alto,Não,Sim
58,Outro,Solteiro,Centro-Oeste,23647.21,Pós-graduado,Moderado,30.0,236206.48,Reserva de Emergência,Saneamento,Anual,Médio,Sim,Sim
60,Feminino,Solteiro,Nordeste,27605.6,Pós-graduado,Conservador,4.7,673005.52,Compra de Imóvel,Outro,Semanal (Swing Trade),Baixo,Sim,Não
43,Outro,Viúvo,Norte,39353.65,Superior Completo,Conservador,24.0,572408.08,Reserva de Emergência,Saúde,Mensal,Baixo,Não,Sim
